Year,Goal,Target,Indicator,Country,Education Level,Location,Nature,Quartile,Sex,Value
2015,4,4.1,4.1.2,China,UPPSEC,ALLAREA,E,_T,MALE,49.8
2015,4,4.1,4.1.2,China,UPPSEC,ALLAREA,E,_T,BOTHSEX,55.4
2015,4,4.1,4.1.2,China,PRIMAR,ALLAREA,E,_T,MALE,94.1
2015,4,4.1,4.1.2,China,UPPSEC,ALLAREA,E,_T,FEMALE,59.3
2015,4,4.1,4.1.2,China,LOWSEC,ALLAREA,E,_T,BOTHSEX,84.2
2015,4,4.1,4.1.2,China,LOWSEC,ALLAREA,E,_T,MALE,81.2
2015,4,4.1,4.1.2,China,LOWSEC,ALLAREA,E,_T,FEMALE,89.20001
2015,4,4.1,4.1.2,China,PRIMAR,ALLAREA,E,_T,BOTHSEX,94.6
2015,4,4.1,4.1.2,China,PRIMAR,ALLAREA,E,_T,FEMALE,96.4
2016,4,4.1,4.1.1,China,GRAD23,,C,,BOTHSEX,81.8
2016,4,4.1,4.1.1,China,LOWSEC,,C,,BOTHSEX,79.6
2016,4,4.1,4.1.2,China,PRIMAR,ALLAREA,C,_T,MALE,94.95
2016,4,4.1,4.1.2,China,PRIMAR,ALLAREA,C,Q4,BOTHSEX,96.32
2016,4,4.1,4.1.2,China,PRIMAR,ALLAREA,C,Q3,MALE,93.78
2016,4,4.1,4.1.2,China,PRIMAR,ALLAREA,C,Q4,FEMALE,99.17
2016,4,4.1,4.1.2,China,PRIMAR,ALLAREA,C,Q4,MALE,93.6
2016,4,4.1,4.1.2,China,PRIMAR,ALLAREA,C,Q2,MALE,98.63
2016,4,4.1,4.1.2,China,PRIMAR,URBAN,C,_T,FEMALE,98.23
2016,4,4.1,4.1.2,China,PRIMAR,URBAN,C,Q1,FEMALE,93.61
2016,4,4.1,4.1.2,China,PRIMAR,RURAL,C,Q4,MALE,90.72
2016,4,4.1,4.1.2,China,PRIMAR,RURAL,C,Q5,BOTHSEX,81.12
2016,4,4.1,4.1.2,China,PRIMAR,URBAN,C,Q1,BOTHSEX,95.95
2016,4,4.1,4.1.2,China,PRIMAR,ALLAREA,C,Q1,BOTHSEX,93.44
2016,4,4.1,4.1.2,China,PRIMAR,ALLAREA,C,Q2,BOTHSEX,97.62
2016,4,4.1,4.1.2,China,LOWSEC,RURAL,C,_T,MALE,76.29
2016,4,4.1,4.1.2,China,LOWSEC,ALLAREA,C,Q5,MALE,92.59
2016,4,4.1,4.1.2,China,LOWSEC,RURAL,C,Q1,MALE,76.67
2016,4,4.1,4.1.2,China,LOWSEC,RURAL,C,Q2,BOTHSEX,84.4
2016,4,4.1,4.1.2,China,LOWSEC,RURAL,C,_T,FEMALE,89.55
2016,4,4.1,4.1.2,China,LOWSEC,RURAL,C,Q4,FEMALE,91.02
2016,4,4.1,4.1.2,China,LOWSEC,RURAL,C,Q5,BOTHSEX,80.35
2016,4,4.1,4.1.2,China,LOWSEC,URBAN,C,Q3,MALE,88.59
2016,4,4.1,4.1.2,China,LOWSEC,URBAN,C,Q4,FEMALE,91.53
2016,4,4.1,4.1.2,China,LOWSEC,URBAN,C,Q4,MALE,95.82
2016,4,4.1,4.1.2,China,LOWSEC,RURAL,C,Q1,BOTHSEX,80.58
2016,4,4.1,4.1.2,China,LOWSEC,RURAL,C,Q1,FEMALE,83.79
2016,4,4.1,4.1.2,China,LOWSEC,URBAN,C,Q3,BOTHSEX,93.3
2016,4,4.1,4.1.2,China,LOWSEC,URBAN,C,Q2,FEMALE,95.66
2016,4,4.1,4.1.2,China,LOWSEC,ALLAREA,C,Q4,BOTHSEX,92.35
2016,4,4.1,4.1.2,China,LOWSEC,ALLAREA,C,Q5,BOTHSEX,95.41
2016,4,4.1,4.1.2,China,LOWSEC,ALLAREA,C,Q3,FEMALE,95.7
2016,4,4.1,4.1.2,China,LOWSEC,ALLAREA,C,Q3,MALE,84.87
2016,4,4.1,4.1.2,China,LOWSEC,ALLAREA,C,Q1,BOTHSEX,84.49
2016,4,4.1,4.1.2,China,LOWSEC,ALLAREA,C,Q2,BOTHSEX,90.73
2016,4,4.1,4.1.2,China,LOWSEC,ALLAREA,C,Q3,BOTHSEX,90.55
2016,4,4.1,4.1.2,China,UPPSEC,RURAL,C,_T,FEMALE,62.13
2016,4,4.1,4.1.2,China,UPPSEC,RURAL,C,Q3,FEMALE,65.52
2016,4,4.1,4.1.2,China,UPPSEC,URBAN,C,Q4,BOTHSEX,66.1
2016,4,4.1,4.1.2,China,UPPSEC,RURAL,C,Q1,MALE,45.41
2016,4,4.1,4.1.2,China,LOWSEC,URBAN,C,Q5,FEMALE,99.63
2016,4,4.1,4.1.2,China,UPPSEC,RURAL,C,Q2,BOTHSEX,54.78
2016,4,4.1,4.1.2,China,LOWSEC,URBAN,C,Q5,BOTHSEX,98.27
2016,4,4.1,4.1.2,China,UPPSEC,ALLAREA,C,Q2,BOTHSEX,60.82
2016,4,4.1,4.1.2,China,UPPSEC,URBAN,C,Q4,FEMALE,72.24
2016,4,4.1,4.1.2,China,UPPSEC,ALLAREA,C,Q2,FEMALE,66.11
2016,4,4.1,4.1.2,China,UPPSEC,URBAN,C,Q5,FEMALE,77.5
2016,4,4.1,4.1.2,China,LOWSEC,URBAN,C,Q5,MALE,96.94
2016,4,4.1,4.1.2,China,UPPSEC,RURAL,C,_T,MALE,49.64
2016,4,4.1,4.1.2,China,UPPSEC,RURAL,C,Q3,BOTHSEX,61.22
2016,4,4.1,4.1.2,China,UPPSEC,ALLAREA,C,Q3,FEMALE,68.36
2016,4,4.1,4.1.2,China,UPPSEC,URBAN,C,_T,BOTHSEX,70.61
2016,4,4.1,4.1.2,China,UPPSEC,ALLAREA,C,Q3,MALE,60.43
2016,4,4.1,4.1.2,China,UPPSEC,ALLAREA,C,Q1,MALE,46.31
2016,4,4.1,4.1.2,China,UPPSEC,URBAN,C,Q1,BOTHSEX,57.84
2016,4,4.1,4.1.2,China,UPPSEC,URBAN,C,Q1,FEMALE,58.13
2016,4,4.1,4.1.2,China,UPPSEC,ALLAREA,C,Q1,FEMALE,54.45
2016,4,4.1,4.1.2,China,PRIMAR,RURAL,C,Q2,BOTHSEX,95.97
2016,4,4.1,4.1.2,China,PRIMAR,RURAL,C,Q2,FEMALE,95.6
2016,4,4.1,4.1.2,China,PRIMAR,RURAL,C,Q4,BOTHSEX,93.69
2016,4,4.1,4.1.2,China,PRIMAR,RURAL,C,Q4,FEMALE,96.28
2016,4,4.1,4.1.2,China,PRIMAR,RURAL,C,Q3,FEMALE,100.0
2016,4,4.1,4.1.2,China,PRIMAR,RURAL,C,_T,FEMALE,96.13
2016,4,4.1,4.1.2,China,PRIMAR,RURAL,C,_T,MALE,90.3
2016,4,4.1,4.1.2,China,PRIMAR,ALLAREA,C,Q5,FEMALE,100.0
2016,4,4.1,4.1.2,China,PRIMAR,URBAN,C,Q4,FEMALE,100.0
2016,4,4.1,4.1.2,China,UPPSEC,RURAL,C,_T,BOTHSEX,56.28
2016,4,4.1,4.1.2,China,UPPSEC,RURAL,C,Q3,MALE,56.07
2016,4,4.1,4.1.2,China,UPPSEC,URBAN,C,Q3,FEMALE,75.16
2016,4,4.1,4.1.2,China,UPPSEC,ALLAREA,C,Q5,BOTHSEX,68.19
2016,4,4.1,4.1.2,China,UPPSEC,ALLAREA,C,Q1,BOTHSEX,50.94
2016,4,4.1,4.1.2,China,UPPSEC,URBAN,C,Q1,MALE,57.29
2016,4,4.1,4.1.2,China,UPPSEC,RURAL,C,Q4,FEMALE,62.18
2016,4,4.1,4.1.2,China,PRIMAR,ALLAREA,C,Q3,FEMALE,99.9
2016,4,4.1,4.1.2,China,PRIMAR,ALLAREA,C,Q3,BOTHSEX,96.92
2016,4,4.1,4.1.2,China,PRIMAR,ALLAREA,C,Q2,FEMALE,96.69
2016,4,4.1,4.1.2,China,PRIMAR,ALLAREA,C,_T,FEMALE,97.71
2016,4,4.1,4.1.2,China,PRIMAR,ALLAREA,C,_T,BOTHSEX,96.36
2016,4,4.1,4.1.2,China,PRIMAR,URBAN,C,_T,MALE,97.01
2016,4,4.1,4.1.2,China,PRIMAR,URBAN,C,_T,BOTHSEX,97.66
2016,4,4.1,4.1.2,China,PRIMAR,URBAN,C,Q3,FEMALE,99.87
2016,4,4.1,4.1.2,China,PRIMAR,URBAN,C,Q3,BOTHSEX,96.98
2016,4,4.1,4.1.2,China,LOWSEC,ALLAREA,C,Q2,MALE,85.97
2016,4,4.1,4.1.2,China,LOWSEC,ALLAREA,C,Q5,FEMALE,98.7
2016,4,4.1,4.1.2,China,LOWSEC,ALLAREA,C,Q4,FEMALE,91.44
2016,4,4.1,4.1.2,China,LOWSEC,ALLAREA,C,Q4,MALE,92.98
2016,4,4.1,4.1.2,China,LOWSEC,ALLAREA,C,Q1,MALE,77.5
2016,4,4.1,4.1.2,China,LOWSEC,ALLAREA,C,Q1,FEMALE,89.96
2016,4,4.1,4.1.2,China,LOWSEC,ALLAREA,C,Q2,FEMALE,94.79
2016,4,4.1,4.1.2,China,UPPSEC,ALLAREA,C,_T,FEMALE,65.94
2016,4,4.1,4.1.2,China,UPPSEC,URBAN,C,Q5,MALE,70.76
2016,4,4.1,4.1.2,China,UPPSEC,URBAN,C,Q3,BOTHSEX,73.35
2016,4,4.1,4.1.2,China,UPPSEC,URBAN,C,Q2,BOTHSEX,76.39
2016,4,4.1,4.1.2,China,UPPSEC,RURAL,C,Q4,BOTHSEX,55.75
2016,4,4.1,4.1.2,China,UPPSEC,ALLAREA,C,Q5,FEMALE,74.75
2016,4,4.1,4.1.2,China,UPPSEC,URBAN,C,Q2,FEMALE,73.91
2016,4,4.1,4.1.2,China,PRIMAR,RURAL,C,Q3,BOTHSEX,96.35
2016,4,4.1,4.1.2,China,PRIMAR,RURAL,C,Q2,MALE,96.34
2016,4,4.1,4.1.2,China,PRIMAR,ALLAREA,C,Q1,MALE,92.87
2016,4,4.1,4.1.2,China,PRIMAR,ALLAREA,C,Q1,FEMALE,93.94
2016,4,4.1,4.1.2,China,LOWSEC,RURAL,C,Q3,FEMALE,91.79
2016,4,4.1,4.1.2,China,LOWSEC,RURAL,C,Q3,MALE,75.72
2016,4,4.1,4.1.2,China,LOWSEC,RURAL,C,Q2,MALE,73.41
2016,4,4.1,4.1.2,China,LOWSEC,RURAL,C,Q2,FEMALE,93.27
2016,4,4.1,4.1.2,China,LOWSEC,RURAL,C,Q3,BOTHSEX,84.79
2016,4,4.1,4.1.2,China,LOWSEC,RURAL,C,Q4,MALE,81.48
2016,4,4.1,4.1.2,China,LOWSEC,RURAL,C,_T,BOTHSEX,83.21
2016,4,4.1,4.1.2,China,LOWSEC,RURAL,C,Q4,BOTHSEX,85.75
2016,4,4.1,4.1.2,China,LOWSEC,URBAN,C,_T,BOTHSEX,94.21
2016,4,4.1,4.1.2,China,LOWSEC,URBAN,C,Q1,MALE,77.5
2016,4,4.1,4.1.2,China,LOWSEC,URBAN,C,_T,FEMALE,96.57
2016,4,4.1,4.1.2,China,LOWSEC,URBAN,C,_T,MALE,91.93
2016,4,4.1,4.1.2,China,LOWSEC,URBAN,C,Q1,BOTHSEX,90.16
2016,4,4.1,4.1.2,China,LOWSEC,URBAN,C,Q1,FEMALE,98.84
2016,4,4.1,4.1.2,China,LOWSEC,URBAN,C,Q2,BOTHSEX,94.48
2016,4,4.1,4.1.2,China,LOWSEC,URBAN,C,Q4,BOTHSEX,94.09
2016,4,4.1,4.1.2,China,LOWSEC,URBAN,C,Q3,FEMALE,97.84
2016,4,4.1,4.1.2,China,LOWSEC,URBAN,C,Q2,MALE,93.17
2016,4,4.1,4.1.2,China,LOWSEC,ALLAREA,C,_T,FEMALE,94.15
2016,4,4.1,4.1.2,China,LOWSEC,ALLAREA,C,_T,MALE,87.01
2016,4,4.1,4.1.2,China,PRIMAR,URBAN,C,Q5,MALE,100.0
2016,4,4.1,4.1.2,China,PRIMAR,URBAN,C,Q5,FEMALE,100.0
2016,4,4.1,4.1.2,China,PRIMAR,URBAN,C,Q4,MALE,94.25
2016,4,4.1,4.1.2,China,PRIMAR,URBAN,C,Q5,BOTHSEX,100.0
2016,4,4.1,4.1.2,China,LOWSEC,ALLAREA,C,_T,BOTHSEX,90.58
2016,4,4.1,4.1.2,China,UPPSEC,URBAN,C,Q3,MALE,71.13
2016,4,4.1,4.1.2,China,UPPSEC,ALLAREA,C,_T,BOTHSEX,61.23
2016,4,4.1,4.1.2,China,UPPSEC,URBAN,C,Q4,MALE,61.05
2016,4,4.1,4.1.2,China,UPPSEC,RURAL,C,Q2,MALE,41.37
2016,4,4.1,4.1.2,China,UPPSEC,RURAL,C,Q1,FEMALE,52.9
2016,4,4.1,4.1.2,China,UPPSEC,RURAL,C,Q2,FEMALE,63.05
2016,4,4.1,4.1.2,China,UPPSEC,RURAL,C,Q1,BOTHSEX,49.56
2016,4,4.1,4.1.2,China,UPPSEC,URBAN,C,Q5,BOTHSEX,74.16
2016,4,4.1,4.1.2,China,UPPSEC,ALLAREA,C,Q4,FEMALE,66.8
2016,4,4.1,4.1.2,China,UPPSEC,ALLAREA,C,_T,MALE,55.86
2016,4,4.1,4.1.2,China,UPPSEC,URBAN,C,Q2,MALE,80.84
2016,4,4.1,4.1.2,China,UPPSEC,ALLAREA,C,Q5,MALE,62.43
2016,4,4.1,4.1.2,China,UPPSEC,ALLAREA,C,Q2,MALE,52.02
2016,4,4.1,4.1.2,China,UPPSEC,ALLAREA,C,Q4,BOTHSEX,60.51
2016,4,4.1,4.1.2,China,UPPSEC,URBAN,C,_T,FEMALE,72.74
2016,4,4.1,4.1.2,China,UPPSEC,RURAL,C,Q5,MALE,54.79
2016,4,4.1,4.1.2,China,UPPSEC,RURAL,C,Q5,FEMALE,71.19
2016,4,4.1,4.1.2,China,UPPSEC,ALLAREA,C,Q3,BOTHSEX,64.75
2016,4,4.1,4.1.2,China,UPPSEC,ALLAREA,C,Q4,MALE,55.09
2016,4,4.1,4.1.2,China,UPPSEC,RURAL,C,Q4,MALE,50.34
2016,4,4.1,4.1.2,China,UPPSEC,RURAL,C,Q5,BOTHSEX,62.07
2016,4,4.1,4.1.2,China,UPPSEC,URBAN,C,_T,MALE,68.12
2016,4,4.1,4.1.2,China,PRIMAR,RURAL,C,_T,BOTHSEX,93.0
2016,4,4.1,4.1.2,China,PRIMAR,ALLAREA,C,Q5,BOTHSEX,97.54
2016,4,4.1,4.1.2,China,PRIMAR,ALLAREA,C,Q5,MALE,95.31
2016,4,4.1,4.1.2,China,PRIMAR,RURAL,C,Q3,MALE,94.04
2016,4,4.1,4.1.2,China,PRIMAR,RURAL,C,Q1,MALE,87.29
2016,4,4.1,4.1.2,China,PRIMAR,RURAL,C,Q1,FEMALE,94.39
2016,4,4.1,4.1.2,China,PRIMAR,RURAL,C,Q1,BOTHSEX,90.66
2016,4,4.1,4.1.2,China,PRIMAR,URBAN,C,Q2,FEMALE,97.16
2016,4,4.1,4.1.2,China,PRIMAR,URBAN,C,Q2,MALE,99.86
2016,4,4.1,4.1.2,China,PRIMAR,URBAN,C,Q1,MALE,99.31
2016,4,4.1,4.1.2,China,PRIMAR,URBAN,C,Q2,BOTHSEX,98.42
2016,4,4.1,4.1.2,China,PRIMAR,URBAN,C,Q3,MALE,93.53
2016,4,4.1,4.1.2,China,PRIMAR,URBAN,C,Q4,BOTHSEX,96.96
2017,4,4.1,4.1.2,China,UPPSEC,ALLAREA,E,_T,MALE,50.6
2017,4,4.1,4.1.2,China,PRIMAR,ALLAREA,E,_T,BOTHSEX,94.9
2017,4,4.1,4.1.2,China,PRIMAR,ALLAREA,E,_T,FEMALE,96.7
2017,4,4.1,4.1.2,China,PRIMAR,ALLAREA,E,_T,MALE,94.3
2017,4,4.1,4.1.2,China,UPPSEC,ALLAREA,E,_T,BOTHSEX,57.0
2017,4,4.1,4.1.2,China,UPPSEC,ALLAREA,E,_T,FEMALE,61.6
2017,4,4.1,4.1.2,China,LOWSEC,ALLAREA,E,_T,BOTHSEX,84.79999
2017,4,4.1,4.1.2,China,LOWSEC,ALLAREA,E,_T,MALE,81.6
2017,4,4.1,4.1.2,China,LOWSEC,ALLAREA,E,_T,FEMALE,90.6
2018,4,4.1,4.1.2,China,LOWSEC,ALLAREA,E,_T,FEMALE,91.39999
2018,4,4.1,4.1.2,China,LOWSEC,ALLAREA,E,_T,MALE,82.0
2018,4,4.1,4.1.2,China,LOWSEC,ALLAREA,E,_T,BOTHSEX,85.39999
2018,4,4.1,4.1.2,China,UPPSEC,ALLAREA,E,_T,FEMALE,62.7
2018,4,4.1,4.1.2,China,UPPSEC,ALLAREA,E,_T,BOTHSEX,57.7
2018,4,4.1,4.1.2,China,PRIMAR,ALLAREA,E,_T,MALE,94.5
2018,4,4.1,4.1.2,China,PRIMAR,ALLAREA,E,_T,FEMALE,96.9
2018,4,4.1,4.1.2,China,PRIMAR,ALLAREA,E,_T,BOTHSEX,95.20001
2018,4,4.1,4.1.2,China,UPPSEC,ALLAREA,E,_T,MALE,51.1
2019,4,4.1,4.1.2,China,UPPSEC,ALLAREA,E,_T,MALE,51.6
2019,4,4.1,4.1.2,China,UPPSEC,ALLAREA,E,_T,BOTHSEX,58.5
2019,4,4.1,4.1.2,China,UPPSEC,ALLAREA,E,_T,FEMALE,63.7
2019,4,4.1,4.1.2,China,LOWSEC,ALLAREA,E,_T,BOTHSEX,86.0
2019,4,4.1,4.1.2,China,LOWSEC,ALLAREA,E,_T,MALE,82.4
2019,4,4.1,4.1.2,China,LOWSEC,ALLAREA,E,_T,FEMALE,92.0
2019,4,4.1,4.1.2,China,PRIMAR,ALLAREA,E,_T,BOTHSEX,95.4
2019,4,4.1,4.1.2,China,PRIMAR,ALLAREA,E,_T,FEMALE,97.2
2019,4,4.1,4.1.2,China,PRIMAR,ALLAREA,E,_T,MALE,94.6
2020,4,4.1,4.1.2,China,PRIMAR,ALLAREA,E,_T,MALE,94.8
2020,4,4.1,4.1.2,China,UPPSEC,ALLAREA,E,_T,BOTHSEX,59.3
2020,4,4.1,4.1.2,China,UPPSEC,ALLAREA,E,_T,MALE,52.1
2020,4,4.1,4.1.2,China,PRIMAR,ALLAREA,E,_T,FEMALE,97.39999
2020,4,4.1,4.1.2,China,PRIMAR,ALLAREA,E,_T,BOTHSEX,95.6
2020,4,4.1,4.1.2,China,LOWSEC,ALLAREA,E,_T,FEMALE,92.6
2020,4,4.1,4.1.2,China,LOWSEC,ALLAREA,E,_T,MALE,82.9
2020,4,4.1,4.1.2,China,LOWSEC,ALLAREA,E,_T,BOTHSEX,86.5
2020,4,4.1,4.1.2,China,UPPSEC,ALLAREA,E,_T,FEMALE,64.8
